turn,object_id,object_type,state,downtime_reason,shortage_flag,missing_inputs,maintenance_event,maintenance_duration,queue_duration,cost,vibration_level,output_qualities,output_count,cycle_time,total_stock,stock_by_type,mat_id_in,mat_type_in,source_in,mat_id_out,mat_type_out,dest_out,blocked_downstream_id
1,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL108,RAW_COAL,WS2,
1,INV_COPPER,INV,,,,,,,,,,,,,,,,,,COPPER112,RAW_COPPER,WS17,
1,INV_GLASS,INV,,,,,,,,,,,,,,,,,,GLASS115,RAW_GLASS,WS9,
1,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER124,RAW_RUBBER,WS15,
1,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL103,COMP_STEEL,WS2,
13,WS6,WS,2,,,,,,,6,0.02284918324582526,,,,,,,,,,,,
13,WS7,WS,3,,,,,,,8,0.03048146425057048,[1.0],1,5,,,,,,,,,
13,WS9,WS,2,,,,,,,5,0.024691610374844016,,,,,,,,,,,,
14,INV1,INV,,,,,,,,,,,,,,,MAT171,COMP_CASTING,WS1,,,,
14,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL148,RAW_COAL,WS2,
14,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL143,COMP_STEEL,WS2,
14,WS1,WS,1,,,,,,0,2,0.021114588980210913,,,,,,,,,,,,
14,WS10,WS,3,,,,,,,6,0.03791217063737078,[1.0],1,3,,,,,,,,,
14,WS11,WS,3,,,,,,,6,0.030540350152173226,[1.0],1,3,,,,,,,,,
14,WS12,WS,3,,,,,,,7,0.02083863013669747,[1.0],1,3,,,,,,,,,
14,WS13,WS,4,maintenance,,,,,,0,0.029676044597064664,,,,,,,,,,,,
14,WS14,WS,2,,,,,,,12,0.02484138789412594,,,,,,,,,,,,
14,WS15,WS,3,,,,,,,6,0.0365085347970196,[1.0],1,3,,,,,,,,,
14,WS16,WS,1,,True,"[""COMP_ENGINE""]",,,,2,0.03598689493459284,,,,,,,,,,,,
14,WS17,WS,4,maintenance,,,,,,0,0.03073287632835024,,,,,,,,,,,,
14,WS18,WS,1,,True,"[""COMP_WHEELS""]",,,,2,0.026890763313402757,,,,,,,,,,,,
14,WS19,WS,3,,,,,,,7,0.03892283006883726,[1.0],1,3,,,,,,,,,
14,WS2,WS,2,,False,[],maintenance_end,0,,0,0.03078475791386205,,,,,,,,,,,,
14,WS3,WS,2,,,,,,,8,0.03566689818424409,,,,,,,,,,,,
14,WS4,WS,3,,,,,,,7,0.034713008632404514,[1.0],1,3,,,,,,,,,
14,WS6,WS,3,,,,,,,6,0.0386471618505495,[1.0],1,3,,,,,,,,,
14,WS7,WS,1,,,,,,0,2,0.020299199071627777,,,,,,,,,,,,
14,WS9,WS,3,,,,,,,5,0.024910807605300272,[1.0],1,3,,,,,,,,,
15,INV2,INV,,,,,,,,,,,,,,,MAT172,COMP_WIRE,WS6,,,,
15,INV3,INV,,,,,,,,,,,,,,,MAT179,COMP_TIRE,WS10,,,,
15,INV7,INV,,,,,,,,,,,,,,,MAT176,COMP_SEAT,WS4,,,,
15,INV8,INV,,,,,,,,,,,,,,,MAT175,COMP_WINDOW,WS9,,,,
15,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL150,RAW_COAL,WS1,
15,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER166,RAW_RUBBER,WS17,
15,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL145,COMP_STEEL,WS1,
15,WS1,WS,2,,False,[],,,,1,0.028034796019512934,,,,,,,,,,,,
15,WS10,WS,4,maintenance,,,maintenance_start,5,0,1,0.022623185337345572,,,,,,,,,,,,
15,WS11,WS,1,,,,,,0,1,0.024606651725793453,,,,,,,,,,,,
15,WS12,WS,1,,,,,,0,1,0.037274880852950006,,,,,,,,,,,,
15,WS13,WS,4,maintenance,,,,,,0,0.02786313282081821,,,,,,,,,,,,
15,WS14,WS,2,,,,,,,12,0.028951076960361182,,,,,,,,,,,,
15,WS15,WS,1,,,,,,0,1,0.03634011595513483,,,,,,,,,,,,
15,WS16,WS,1,,True,"[""COMP_ENGINE""]",,,,2,0.0221861716845147,,,,,,,,,,,,
15,WS17,WS,2,,False,[],maintenance_end,0,,0,0.03976361722155626,,,,,,,,,,,,
15,WS18,WS,2,,False,[],,,,2,0.031174742413252236,,,,,,,,,,,,
15,WS19,WS,1,,,,,,0,1,0.03757854806095956,,,,,,,,,,,,
15,WS2,WS,2,,,,,,,8,0.022800880786650605,,,,,,,,,,,,
15,WS3,WS,2,,,,,,,8,0.037717214221159354,,,,,,,,,,,,
15,WS4,WS,1,,,,,,0,1,0.03863464656486293,,,,,,,,,,,,
15,WS6,WS,1,,,,,,0,1,0.03568237977216469,,,,,,,,,,,,
15,WS7,WS,2,,False,[],,,,1,0.025490436135230898,,,,,,,,,,,,
15,WS9,WS,1,,,,,,0,1,0.03394580600689294,,,,,,,,,,,,
16,INV1,INV,,,,,,,,,,,,,,,,,,MAT170,COMP_CASTING,WS12,
16,INV3,INV,,,,,,,,,,,,,,,,,,MAT179,COMP_TIRE,WS12,
16,INV_COPPER,INV,,,,,,,,,,,,,,,,,,COPPER154,RAW_COPPER,WS6,
16,INV_GLASS,INV,,,,,,,,,,,,,,,,,,GLASS157,RAW_GLASS,WS9,
16,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER169,RAW_RUBBER,WS11,
16,WS1,WS,2,,,,,,,8,0.029339982540646355,,,,,,,,,,,,
16,WS10,WS,4,maintenance,,,maintenance_start,5,,0,0.020715340548342037,,,,,,,,,,,,
16,WS11,WS,2,,False,[],,,,1,0.03748377697875899,,,,,,,,,,,,
16,WS12,WS,2,,False,[],,,,1,0.03854726103848495,,,,,,,,,,,,
16,WS13,WS,1,,True,"[""COMP_BODY"", ""COMP_POWERTRAIN"", ""COMP_CHASSIS""]",maintenance_end,0,,0,0.028965234206319385,,,,,,,,,,,,
16,WS14,WS,2,,,,,,,12,0.024177548803482905,,,,,,,,,,,,
16,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.028218509187054902,,,,,,,,,,,,
16,WS16,WS,1,,True,"[""COMP_ENGINE""]",,,,2,0.026312018265174802,,,,,,,,,,,,
16,WS17,WS,2,,,,,,,6,0.032192784919516514,,,,,,,,,,,,
16,WS18,WS,2,,,,,,,11,0.024435107210630313,,,,,,,,,,,,
16,WS19,WS,2,,False,[],,,,1,0.039895165867266436,,,,,,,,,,,,
16,WS2,WS,2,,,,,,,8,0.0320207650145793,,,,,,,,,,,,
16,WS3,WS,3,,,,,,,8,0.036251336875582255,[1.0],1,7,,,,,,,,,
16,WS4,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.03303823212624715,,,,,,,,,,,,
16,WS6,WS,2,,False,[],,,,1,0.021181476026454815,,,,,,,,,,,,
16,WS7,WS,2,,,,,,,8,0.02531041297516936,,,,,,,,,,,,
16,WS9,WS,2,,False,[],,,,1,0.035857389487361495,,,,,,,,,,,,
17,WS1,WS,2,,,,,,,8,0.034111563760627815,,,,,,,,,,,,
17,WS10,WS,4,maintenance,,,,,,0,0.023862982809537046,,,,,,,,,,,,
17,WS11,WS,2,,,,,,,6,0.030640388527042924,,,,,,,,,,,,
17,WS12,WS,2,,,,,,,7,0.03996608409050357,,,,,,,,,,,,
17,WS13,WS,1,,True,"[""COMP_BODY"", ""COMP_POWERTRAIN"", ""COMP_CHASSIS""]",,,,2,0.022214151495079992,,,,,,,,,,,,
17,WS14,WS,3,,,,,,,12,0.028366692469602335,[1.0],1,7,,,,,,,,,
17,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.02228406090327716,,,,,,,,,,,,
17,WS16,WS,2,,False,[],,,,2,0.028958674732734935,,,,,,,,,,,,
17,WS17,WS,2,,,,,,,6,0.0211559538721183,,,,,,,,,,,,
17,WS18,WS,2,,,,,,,11,0.03638894329693178,,,,,,,,,,,,
17,WS19,WS,2,,,,,,,7,0.026035208454009598,,,,,,,,,,,,
17,WS2,WS,2,,,,,,,8,0.0317227006397849,,,,,,,,,,,,
17,WS3,WS,1,,,,,,0,2,0.03357163547839046,,,,,,,,,,,,
17,WS4,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.024205992751194394,,,,,,,,,,,,
17,WS6,WS,2,,,,,,,6,0.03201648276126944,,,,,,,,,,,,
17,WS7,WS,2,,,,,,,8,0.03043021670133169,,,,,,,,,,,,
17,WS9,WS,2,,,,,,,5,0.02936694851453476,,,,,,,,,,,,
18,INV1,INV,,,,,,,,,,,,,,,,,,MAT171,COMP_CASTING,WS3,
18,INV5,INV,,,,,,,,,,,,,,,MAT181,COMP_BODY,WS14,MAT181,COMP_BODY,WS13,
18,WS1,WS,2,,,,,,,8,0.03150209523469667,,,,,,,,,,,,
18,WS10,WS,4,maintenance,,,,,,0,0.020576330731768643,,,,,,,,,,,,
18,WS11,WS,2,,,,,,,6,0.024519753712630717,,,,,,,,,,,,
18,WS12,WS,2,,,,,,,7,0.03478857680530922,,,,,,,,,,,,
18,WS13,WS,1,,True,"[""COMP_POWERTRAIN"", ""COMP_CHASSIS""]",,,,2,0.03172623298352731,,,,,,,,,,,,
18,WS14,WS,1,,,,,,0,3,0.03768986393418894,,,,,,,,,,,,
18,WS15,WS,4,maintenance,,,maintenance_start,5,,1,0.030521562889783565,,,,,,,,,,,,
18,WS16,WS,2,,,,,,,10,0.03596163852542217,,,,,,,,,,,,
18,WS17,WS,3,,,,,,,6,0.03960385809651359,[1.0],1,3,,,,,,,,,
18,WS18,WS,2,,,,,,,11,0.03967109747872441,,,,,,,,,,,,
18,WS19,WS,2,,,,,,,7,0.021057304501707563,,,,,,,,,,,,
18,WS2,WS,2,,,,,,,8,0.036476832278221155,,,,,,,,,,,,
18,WS3,WS,2,,False,[],,,,1,0.037408431218959995,,,,,,,,,,,,
18,WS4,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.020889785477123363,,,,,,,,,,,,
18,WS6,WS,2,,,,,,,6,0.03048984018787755,,,,,,,,,,,,
18,WS7,WS,2,,,,,,,8,0.022509341271932434,,,,,,,,,,,,
18,WS9,WS,2,,,,,,,5,0.037901747436629885,,,,,,,,,,,,
19,INV2,INV,,,,,,,,,,,,,,,MAT182,COMP_WIRE,WS17,MAT139,COMP_WIRE,WS14,
19,INV7,INV,,,,,,,,,,,,,,,,,,MAT176,COMP_SEAT,WS14,
19,INV8,INV,,,,,,,,,,,,,,,,,,MAT175,COMP_WINDOW,WS14,
19,WS1,WS,2,,,,,,,8,0.031201893719626464,,,,,,,,,,,,
19,WS10,WS,4,maintenance,,,,,,0,0.029087911440133087,,,,,,,,,,,,
19,WS11,WS,3,,,,,,,6,0.025342972582007704,[1.0],1,3,,,,,,,,,
19,WS12,WS,3,,,,,,,7,0.036366459778546384,[1.0],1,3,,,,,,,,,
19,WS13,WS,1,,True,"[""COMP_POWERTRAIN"", ""COMP_CHASSIS""]",,,,2,0.03932291840942595,,,,,,,,,,,,
19,WS14,WS,1,,True,"[""COMP_WINDOW""]",,,,2,0.03840668047872804,,,,,,,,,,,,
19,WS15,WS,4,maintenance,,,,,,0,0.022977013344787377,,,,,,,,,,,,
19,WS16,WS,2,,,,,,,10,0.03638105467347041,,,,,,,,,,,,
19,WS17,WS,1,,,,,,0,1,0.02094423420612688,,,,,,,,,,,,
19,WS18,WS,2,,,,,,,11,0.026265017236888025,,,,,,,,,,,,
19,WS19,WS,3,,,,,,,7,0.022487844914296402,[1.0],1,3,,,,,,,,,
19,WS2,WS,3,,,,,,,8,0.03518590541689761,[1.0],1,5,,,,,,,,,
19,WS3,WS,2,,,,,,,8,0.029608598873002448,,,,,,,,,,,,
19,WS4,WS,4,maintenance,,,maintenance_start,5,,1,0.032670676713407704,,,,,,,,,,,,
19,WS6,WS,3,,,,,,,6,0.03634804185536089,[1.0],1,3,,,,,,,,,
19,WS7,WS,2,,,,,,,8,0.028593426350507593,,,,,,,,,,,,
19,WS9,WS,3,,,,,,,5,0.038152409050896875,[1.0],1,3,,,,,,,,,
20,INV1,INV,,,,,,,,,,,,,,,MAT185,COMP_CASTING,WS2,,,,
20,INV2,INV,,,,,,,,,,,,,,,MAT183,COMP_WIRE,WS6,,,,
20,INV3,INV,,,,,,,,,,,,,,,MAT186,COMP_TIRE,WS11,,,,
20,INV7,INV,,,,,,,,,,,,,,,MAT184,COMP_SEAT,WS19,,,,
20,INV8,INV,,,,,,,,,,,,,,,MAT187,COMP_WINDOW,WS9,MAT187,COMP_WINDOW,WS14,
20,INV_COPPER,INV,,,,,,,,,,,,,,,,,,COPPER155,RAW_COPPER,WS17,
20,WS1,WS,3,,,,,,,8,0.028096390305183,[1.0],1,5,,,,,,,,,
20,WS10,WS,1,,True,"[""RAW_RUBBER""]",maintenance_end,0,,0,0.029377793539826627,,,,,,,,,,,,
20,WS11,WS,4,maintenance,,,maintenance_start,5,0,1,0.02695387442091825,,,,,,,,,,,,
20,WS12,WS,3,,,,,,,1,0.027636342660160948,,,,,,,,,,,,
20,WS13,WS,1,,True,"[""COMP_POWERTRAIN"", ""COMP_CHASSIS""]",,,,2,0.03973719541013977,,,,,,,,,,,,
20,WS14,WS,2,,False,[],,,,2,0.026060100584580137,,,,,,,,,,,,
20,WS15,WS,4,maintenance,,,,,,0,0.039492344232954946,,,,,,,,,,,,
20,WS16,WS,2,,,,,,,10,0.033008620606598676,,,,,,,,,,,,
20,WS17,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.022072813111739423,,,,,,,,,,,,
20,WS18,WS,2,,,,,,,11,0.02818432677398522,,,,,,,,,,,,
20,WS19,WS,1,,,,,,0,1,0.03382632543578342,,,,,,,,,,,,
20,WS2,WS,4,maintenance,,,maintenance_start,5,0,2,0.02539478068308542,,,,,,,,,,,,
20,WS3,WS,2,,,,,,,8,0.020262994617773464,,,,,,,,,,,,
20,WS4,WS,4,maintenance,,,,,,0,0.02456645645774143,,,,,,,,,,,,
20,WS6,WS,1,,,,,,0,1,0.022625664433085946,,,,,,,,,,,,
20,WS7,WS,3,,,,,,,8,0.024012567893256218,[1.0],1,5,,,,,,,,,
20,WS9,WS,1,,,,,,0,1,0.03171776468537565,,,,,,,,,,,,
21,INV1,INV,,,,,,,,,,,,,,,MAT190,COMP_CASTING,WS1,,,,
21,INV_COPPER,INV,,,,,,,,,,,,,,,,,,COPPER156,RAW_COPPER,WS6,
21,INV_GLASS,INV,,,,,,,,,,,,,,,,,,GLASS158,RAW_GLASS,WS9,
21,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER211,RAW_RUBBER,WS10,
21,WS1,WS,1,,,,,,0,2,0.03013281029855857,,,,,,,,,,,,
21,WS10,WS,2,,False,[],,,,1,0.03153679377647099,,,,,,,,,,,,
21,WS11,WS,4,maintenance,,,maintenance_start,5,,0,0.021246412209967903,,,,,,,,,,,,
21,WS12,WS,4,maintenance,,,maintenance_start,5,,1,0.03329176887065527,,,,,,,,,,,,
21,WS13,WS,1,,True,"[""COMP_POWERTRAIN"", ""COMP_CHASSIS""]",,,,2,0.033575531414005155,,,,,,,,,,,,
21,WS14,WS,2,,,,,,,12,0.03904991961512276,,,,,,,,,,,,
21,WS15,WS,4,maintenance,,,,,,0,0.02293925233022953,,,,,,,,,,,,
21,WS16,WS,2,,,,,,,10,0.03950540125924169,,,,,,,,,,,,
21,WS17,WS,2,,False,[],,,,1,0.03172599767601744,,,,,,,,,,,,
21,WS18,WS,2,,,,,,,11,0.03495261687710519,,,,,,,,,,,,
21,WS19,WS,2,,False,[],,,,1,0.038460193384546995,,,,,,,,,,,,
21,WS2,WS,4,maintenance,,,maintenance_start,5,,0,0.022419677419549592,,,,,,,,,,,,
21,WS3,WS,2,,,,,,,8,0.023129254407964577,,,,,,,,,,,,
21,WS4,WS,4,maintenance,,,,,,0,0.023594483357479365,,,,,,,,,,,,
21,WS6,WS,2,,False,[],,,,1,0.03879668848178453,,,,,,,,,,,,
21,WS7,WS,1,,,,,,0,2,0.03340171346775917,,,,,,,,,,,,
21,WS9,WS,2,,False,[],,,,1,0.029620752964293354,,,,,,,,,,,,
22,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL152,RAW_COAL,WS1,
22,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER212,RAW_RUBBER,WS15,
22,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL147,COMP_STEEL,WS1,
22,WS1,WS,2,,False,[],,,,1,0.02018378621319174,,,,,,,,,,,,
22,WS10,WS,2,,,,,,,6,0.035559450371028936,,,,,,,,,,,,
22,WS11,WS,4,maintenance,,,,,,0,0.02675963552335151,,,,,,,,,,,,
22,WS12,WS,4,maintenance,,,,,,0,0.028052020137752078,,,,,,,,,,,,
22,WS13,WS,4,maintenance,,,maintenance_start,5,,2,0.026961091090126985,,,,,,,,,,,,
22,WS14,WS,2,,,,,,,12,0.02777953870195198,,,,,,,,,,,,
22,WS15,WS,2,,False,[],maintenance_end,0,,0,0.02309109100690871,,,,,,,,,,,,
22,WS16,WS,2,,,,,,,10,0.021513133625145724,,,,,,,,,,,,
22,WS17,WS,2,,,,,,,6,0.027937121810055546,,,,,,,,,,,,
22,WS18,WS,3,,,,,,,11,0.02259653287386691,[1.0],1,7,,,,,,,,,
22,WS19,WS,2,,,,,,,7,0.037785206604804084,,,,,,,,,,,,
22,WS2,WS,4,maintenance,,,,,,0,0.03687193909551569,,,,,,,,,,,,
22,WS3,WS,2,,,,,,,8,0.029319196692393468,,,,,,,,,,,,
22,WS4,WS,4,maintenance,,,,,,0,0.025628272579226598,,,,,,,,,,,,
22,WS6,WS,2,,,,,,,6,0.03741717267285381,,,,,,,,,,,,
22,WS7,WS,2,,False,[],,,,1,0.02936333345441129,,,,,,,,,,,,
22,WS9,WS,2,,,,,,,5,0.03545612730972894,,,,,,,,,,,,
23,INV4,INV,,,,,,,,,,,,,,,MAT218,COMP_CHASSIS,WS18,,,,
23,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER213,RAW_RUBBER,WS4,
23,WS1,WS,2,,,,,,,8,0.028892647693243373,,,,,,,,,,,,
23,WS10,WS,2,,,,,,,6,0.026271732905809447,,,,,,,,,,,,
23,WS11,WS,4,maintenance,,,,,,0,0.028354651893656616,,,,,,,,,,,,
23,WS12,WS,4,maintenance,,,,,,0,0.020241536756604145,,,,,,,,,,,,
23,WS13,WS,4,maintenance,,,,,,0,0.033668019490016715,,,,,,,,,,,,
23,WS14,WS,2,,,,,,,12,0.02217574021573256,,,,,,,,,,,,
23,WS15,WS,2,,,,,,,6,0.029271920446730437,,,,,,,,,,,,
23,WS16,WS,2,,,,,,,10,0.0251287598440905,,,,,,,,,,,,
23,WS17,WS,2,,,,,,,6,0.02442654262045709,,,,,,,,,,,,
23,WS18,WS,1,,,,,,0,2,0.02791554398061307,,,,,,,,,,,,
23,WS19,WS,2,,,,,,,7,0.035270800574865806,,,,,,,,,,,,
23,WS2,WS,4,maintenance,,,,,,0,0.022933328598166297,,,,,,,,,,,,
23,WS3,WS,2,,,,,,,8,0.027278671867755712,,,,,,,,,,,,
23,WS4,WS,2,,False,[],maintenance_end,0,,0,0.03487350679517088,,,,,,,,,,,,
23,WS6,WS,2,,,,,,,6,0.03356112348293951,,,,,,,,,,,,
23,WS7,WS,2,,,,,,,8,0.025588941597732437,,,,,,,,,,,,
23,WS9,WS,2,,,,,,,5,0.03533610380271349,,,,,,,,,,,,
24,INV1,INV,,,,,,,,,,,,,,,,,,MAT185,COMP_CASTING,WS18,
24,WS1,WS,2,,,,,,,8,0.037113619303146814,,,,,,,,,,,,
24,WS10,WS,3,,,,,,,6,0.039144892773307,[1.0],1,3,,,,,,,,,
24,WS11,WS,4,maintenance,,,,,,0,0.03183814110625168,,,,,,,,,,,,
24,WS12,WS,4,maintenance,,,,,,0,0.025432445659507412,,,,,,,,,,,,
24,WS13,WS,4,maintenance,,,,,,0,0.033094234857088733,,,,,,,,,,,,
24,WS14,WS,2,,,,,,,12,0.03157311114161588,,,,,,,,,,,,
24,WS15,WS,2,,,,,,,6,0.036482297453874754,,,,,,,,,,,,
24,WS16,WS,3,,,,,,,10,0.02076230416910525,[1.0],1,7,,,,,,,,,
24,WS17,WS,3,,,,,,,6,0.027168055874158863,[1.0],1,3,,,,,,,,,
24,WS18,WS,1,,True,"[""COMP_WHEELS""]",,,,2,0.021944436656948303,,,,,,,,,,,,
24,WS19,WS,3,,,,,,,7,0.025159859421324437,[1.0],1,3,,,,,,,,,
24,WS2,WS,4,maintenance,,,,,,0,0.03418032085069381,,,,,,,,,,,,
24,WS3,WS,2,,,,,,,8,0.03029200924865874,,,,,,,,,,,,
24,WS4,WS,2,,,,,,,7,0.02388579364768761,,,,,,,,,,,,
24,WS6,WS,3,,,,,,,6,0.03958114528662753,[1.0],1,3,,,,,,,,,
24,WS7,WS,2,,,,,,,8,0.03942004670443225,,,,,,,,,,,,
24,WS9,WS,3,,,,,,,5,0.0358263388357317,[1.0],1,3,,,,,,,,,
25,INV1,INV,,,,,,,,,,,,,,,,,,MAT189,COMP_CASTING,WS12,
25,INV2,INV,,,,,,,,,,,,,,,MAT223,COMP_WIRE,WS17,,,,
25,INV3,INV,,,,,,,,,,,,,,,MAT224,COMP_TIRE,WS10,MAT224,COMP_TIRE,WS12,
25,INV7,INV,,,,,,,,,,,,,,,MAT220,COMP_SEAT,WS19,,,,
25,INV8,INV,,,,,,,,,,,,,,,MAT222,COMP_WINDOW,WS9,,,,
25,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL196,RAW_COAL,WS2,
25,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER214,RAW_RUBBER,WS11,
25,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL191,COMP_STEEL,WS2,
25,WS1,WS,2,,,,,,,8,0.022923208185918306,,,,,,,,,,,,
25,WS10,WS,1,,,,,,0,1,0.03944991370619698,,,,,,,,,,,,
25,WS11,WS,2,,False,[],maintenance_end,0,,0,0.02222783814088214,,,,,,,,,,,,
25,WS12,WS,1,,True,"[""COMP_TIRE""]",maintenance_end,0,,0,0.03709900930223149,,,,,,,,,,,,
25,WS13,WS,4,maintenance,,,,,,0,0.03876257451882671,,,,,,,,,,,,
25,WS14,WS,2,,,,,,,12,0.03133566652692377,,,,,,,,,,,,
25,WS15,WS,3,,,,,,,6,0.03269872659821609,[1.0],1,3,,,,,,,,,
25,WS16,WS,4,maintenance,,,maintenance_start,5,,2,0.025514747382471507,,,,,,,,,,,,
25,WS17,WS,1,,,,,,0,1,0.020640924390232098,,,,,,,,,,,,
25,WS18,WS,1,,True,"[""COMP_WHEELS""]",,,,2,0.03131460049683865,,,,,,,,,,,,
25,WS19,WS,1,,,,,,0,1,0.02476222902662656,,,,,,,,,,,,
25,WS2,WS,2,,False,[],maintenance_end,0,,0,0.0341135493845295,,,,,,,,,,,,
25,WS3,WS,3,,,,,,,8,0.029523630668702193,[1.0],1,7,,,,,,,,,
25,WS4,WS,2,,,,,,,7,0.03285758297918813,,,,,,,,,,,,
25,WS6,WS,1,,,,,,0,1,0.026297976310531507,,,,,,,,,,,,
25,WS7,WS,2,,,,,,,8,0.03658605418462102,,,,,,,,,,,,
25,WS9,WS,1,,,,,,0,1,0.021740824230014257,,,,,,,,,,,,
26,INV3,INV,,,,,,,,,,,,,,,MAT226,COMP_TIRE,WS15,MAT226,COMP_TIRE,WS12,
26,INV4,INV,,,,,,,,,,,,,,,,,,MAT218,COMP_CHASSIS,WS13,
26,INV_COPPER,INV,,,,,,,,,,,,,,,,,,COPPER202,RAW_COPPER,WS17,
26,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER217,RAW_RUBBER,WS17,
26,WS1,WS,2,,,,,,,8,0.029862926677025073,,,,,,,,,,,,
26,WS10,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.020019885352071342,,,,,,,,,,,,
26,WS11,WS,2,,,,,,,6,0.03236085396168176,,,,,,,,,,,,
26,WS12,WS,1,,True,"[""COMP_TIRE""]",,,,1,0.029954896979086137,,,,,,,,,,,,
26,WS13,WS,1,,True,"[""COMP_POWERTRAIN""]",maintenance_end,0,,0,0.02551445896731448,,,,,,,,,,,,
26,WS14,WS,2,,,,,,,12,0.03775887805721188,,,,,,,,,,,,
26,WS15,WS,1,,,,,,0,1,0.030353686089538055,,,,,,,,,,,,
26,WS16,WS,4,maintenance,,,,,,0,0.0218485364931307,,,,,,,,,,,,
26,WS17,WS,2,,False,[],,,,1,0.023995295484738048,,,,,,,,,,,,
26,WS18,WS,1,,True,"[""COMP_WHEELS""]",,,,2,0.0338316347717686,,,,,,,,,,,,
26,WS19,WS,2,,False,[],,,,1,0.029483345740838298,,,,,,,,,,,,
26,WS2,WS,2,,,,,,,8,0.03223970398703963,,,,,,,,,,,,
26,WS3,WS,3,,,,,,,2,0.03481930196286835,,,,,,,,,,,,
26,WS4,WS,3,,,,,,,7,0.020814736592996062,[1.0],1,3,,,,,,,,,
26,WS6,WS,2,,False,[],,,,1,0.03540687201422299,,,,,,,,,,,,
26,WS7,WS,2,,,,,,,8,0.03639306233348688,,,,,,,,,,,,
26,WS9,WS,4,maintenance,,,maintenance_start,5,,1,0.03318885197979933,,,,,,,,,,,,
27,INV7,INV,,,,,,,,,,,,,,,MAT227,COMP_SEAT,WS4,,,,
27,WS1,WS,3,,,,,,,8,0.02412971897933259,[1.0],1,5,,,,,,,,,
27,WS10,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.025488716878520074,,,,,,,,,,,,
27,WS11,WS,2,,,,,,,6,0.038257436762593106,,,,,,,,,,,,
27,WS12,WS,4,maintenance,,,maintenance_start,5,,1,0.022936885730139047,,,,,,,,,,,,
27,WS13,WS,1,,True,"[""COMP_POWERTRAIN""]",,,,2,0.03933635836597108,,,,,,,,,,,,
27,WS14,WS,3,,,,,,,12,0.035603738830263985,[1.0],1,7,,,,,,,,,
27,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.026436564955444265,,,,,,,,,,,,
27,WS16,WS,4,maintenance,,,,,,0,0.025329161220107407,,,,,,,,,,,,
27,WS17,WS,2,,,,,,,6,0.025650328021680456,,,,,,,,,,,,
27,WS18,WS,1,,True,"[""COMP_WHEELS""]",,,,2,0.029686514795138175,,,,,,,,,,,,
27,WS19,WS,2,,,,,,,7,0.033946733413670965,,,,,,,,,,,,
27,WS2,WS,2,,,,,,,8,0.02542410324548775,,,,,,,,,,,,
27,WS3,WS,3,,,,,,,2,0.03366876855182793,,,,,,,,,,,,
27,WS4,WS,1,,,,,,0,1,0.03225570692678287,,,,,,,,,,,,
27,WS6,WS,2,,,,,,,6,0.026108133775865034,,,,,,,,,,,,
27,WS7,WS,3,,,,,,,8,0.02030171299666051,[1.0],1,5,,,,,,,,,
27,WS9,WS,4,maintenance,,,,,,0,0.03392749751390873,,,,,,,,,,,,
28,INV1,INV,,,,,,,,,,,,,,,MAT229,COMP_CASTING,WS1,,,,
28,INV5,INV,,,,,,,,,,,,,,,MAT230,COMP_BODY,WS14,,,,
28,WS1,WS,1,,,,,,0,2,0.02895135250099155,,,,,,,,,,,,
28,WS10,WS,4,maintenance,,,maintenance_start,5,,1,0.03512504450231457,,,,,,,,,,,,
28,WS11,WS,3,,,,,,,6,0.02436066948498388,[1.0],1,3,,,,,,,,,
28,WS12,WS,4,maintenance,,,,,,0,0.038255694963297796,,,,,,,,,,,,
28,WS13,WS,1,,True,"[""COMP_POWERTRAIN""]",,,,2,0.03854998308490368,,,,,,,,,,,,
28,WS14,WS,4,maintenance,,,maintenance_start,5,0,3,0.029364891932694967,,,,,,,,,,,,
