turn,object_id,object_type,state,downtime_reason,shortage_flag,missing_inputs,maintenance_event,maintenance_duration,queue_duration,cost,vibration_level,output_qualities,output_count,cycle_time,total_stock,stock_by_type,mat_id_in,mat_type_in,source_in,mat_id_out,mat_type_out,dest_out,blocked_downstream_id
1,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL108,RAW_COAL,WS2,
1,INV_COPPER,INV,,,,,,,,,,,,,,,,,,COPPER112,RAW_COPPER,WS17,
1,INV_GLASS,INV,,,,,,,,,,,,,,,,,,GLASS115,RAW_GLASS,WS9,
1,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER124,RAW_RUBBER,WS15,
1,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL103,COMP_STEEL,WS2,
28,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.02491551985068318,,,,,,,,,,,,
28,WS16,WS,4,maintenance,,,,,,0,0.02622247405322926,,,,,,,,,,,,
28,WS17,WS,2,,,,,,,6,0.027697893222318536,,,,,,,,,,,,
28,WS18,WS,1,,True,"[""COMP_WHEELS""]",,,,2,0.02024015166909387,,,,,,,,,,,,
28,WS19,WS,2,,,,,,,7,0.025510907013790655,,,,,,,,,,,,
28,WS2,WS,2,,,,,,,8,0.036747248522484066,,,,,,,,,,,,
28,WS3,WS,3,,,,,,,2,0.024654537066413226,,,,,,,,,,,,
28,WS4,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.035013455547069625,,,,,,,,,,,,
28,WS6,WS,2,,,,,,,6,0.024314179802995134,,,,,,,,,,,,
28,WS7,WS,1,,,,,,0,2,0.031846388035222925,,,,,,,,,,,,
28,WS9,WS,4,maintenance,,,,,,0,0.027306698365350685,,,,,,,,,,,,
29,INV2,INV,,,,,,,,,,,,,,,,,,MAT172,COMP_WIRE,WS16,
29,INV3,INV,,,,,,,,,,,,,,,MAT231,COMP_TIRE,WS11,,,,
29,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL198,RAW_COAL,WS1,
29,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL193,COMP_STEEL,WS1,
29,WS1,WS,2,,False,[],,,,1,0.03973149745615609,,,,,,,,,,,,
29,WS10,WS,4,maintenance,,,,,,0,0.039074678375037857,,,,,,,,,,,,
29,WS11,WS,1,,,,,,0,1,0.03583482936937156,,,,,,,,,,,,
29,WS12,WS,4,maintenance,,,,,,0,0.037396011765703466,,,,,,,,,,,,
29,WS13,WS,4,maintenance,,,maintenance_start,5,,2,0.032488358711743624,,,,,,,,,,,,
29,WS14,WS,4,maintenance,,,maintenance_start,5,,0,0.03797643894557852,,,,,,,,,,,,
29,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.03001668954484201,,,,,,,,,,,,
29,WS16,WS,2,,False,[],maintenance_end,0,,0,0.022704428119912447,,,,,,,,,,,,
29,WS17,WS,3,,,,,,,6,0.02689388087636177,[1.0],1,3,,,,,,,,,
29,WS18,WS,1,,True,"[""COMP_WHEELS""]",,,,2,0.03711326266860152,,,,,,,,,,,,
29,WS19,WS,3,,,,,,,7,0.039241511140983246,[1.0],1,3,,,,,,,,,
29,WS2,WS,2,,,,,,,8,0.033744895088504714,,,,,,,,,,,,
29,WS3,WS,1,,,,,,3,2,0.03595383345462696,,,,,,,,,,,,
29,WS4,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.025769102400147497,,,,,,,,,,,,
29,WS6,WS,3,,,,,,,6,0.03640483319847054,[1.0],1,3,,,,,,,,,
29,WS7,WS,2,,False,[],,,,1,0.03731671014118525,,,,,,,,,,,,
29,WS9,WS,4,maintenance,,,,,,0,0.038537936708354856,,,,,,,,,,,,
30,INV1,INV,,,,,,,,,,,,,,,,,,MAT190,COMP_CASTING,WS3,
30,INV2,INV,,,,,,,,,,,,,,,MAT234,COMP_WIRE,WS17,,,,
30,INV7,INV,,,,,,,,,,,,,,,MAT233,COMP_SEAT,WS19,,,,
30,INV_GLASS,INV,,,,,,,,,,,,,,,,,,GLASS159,RAW_GLASS,WS9,
30,WS1,WS,2,,,,,,,8,0.02072019129444335,,,,,,,,,,,,
30,WS10,WS,4,maintenance,,,,,,0,0.03297678161972502,,,,,,,,,,,,
30,WS11,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.03790147454057941,,,,,,,,,,,,
30,WS12,WS,4,maintenance,,,,,,0,0.036754678103759944,,,,,,,,,,,,
30,WS13,WS,4,maintenance,,,,,,0,0.03821192424026087,,,,,,,,,,,,
30,WS14,WS,4,maintenance,,,,,,0,0.021658006752528113,,,,,,,,,,,,
30,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.02393731826059558,,,,,,,,,,,,
30,WS16,WS,2,,,,,,,10,0.034910977711858714,,,,,,,,,,,,
30,WS17,WS,1,,,,,,0,1,0.034579647786215854,,,,,,,,,,,,
30,WS18,WS,1,,True,"[""COMP_WHEELS""]",,,,2,0.024615165360527352,,,,,,,,,,,,
30,WS19,WS,1,,,,,,0,1,0.020682513756632843,,,,,,,,,,,,
30,WS2,WS,3,,,,,,,8,0.039572907074004626,[1.0],1,5,,,,,,,,,
30,WS3,WS,2,,False,[],,,,1,0.028618185764873363,,,,,,,,,,,,
30,WS4,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.03266464934337139,,,,,,,,,,,,
30,WS6,WS,1,,,,,,0,1,0.022898491245165322,,,,,,,,,,,,
30,WS7,WS,2,,,,,,,8,0.025632312312867486,,,,,,,,,,,,
30,WS9,WS,2,,False,[],maintenance_end,0,,0,0.02779780842989858,,,,,,,,,,,,
31,INV1,INV,,,,,,,,,,,,,,,MAT235,COMP_CASTING,WS2,,,,
31,INV3,INV,,,,,,,,,,,,,,,,,,MAT231,COMP_TIRE,WS12,
31,INV_COPPER,INV,,,,,,,,,,,,,,,,,,COPPER204,RAW_COPPER,WS17,
31,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER258,RAW_RUBBER,WS17,
31,WS1,WS,2,,,,,,,8,0.02072768501172837,,,,,,,,,,,,
31,WS10,WS,4,maintenance,,,,,,0,0.03573103120451125,,,,,,,,,,,,
31,WS11,WS,2,,False,[],,,,1,0.024507220631866725,,,,,,,,,,,,
31,WS12,WS,2,,False,[],maintenance_end,0,,0,0.03983598157537409,,,,,,,,,,,,
31,WS13,WS,4,maintenance,,,,,,0,0.03283859837894513,,,,,,,,,,,,
31,WS14,WS,4,maintenance,,,,,,0,0.03518777144805921,,,,,,,,,,,,
31,WS15,WS,2,,False,[],,,,1,0.03375137619222848,,,,,,,,,,,,
31,WS16,WS,2,,,,,,,10,0.026968658314488553,,,,,,,,,,,,
31,WS17,WS,2,,False,[],,,,1,0.030802224993620606,,,,,,,,,,,,
31,WS18,WS,1,,True,"[""COMP_WHEELS""]",,,,2,0.030305478522732517,,,,,,,,,,,,
31,WS19,WS,2,,False,[],,,,1,0.03788342939549866,,,,,,,,,,,,
31,WS2,WS,1,,,,,,0,2,0.028992589756398533,,,,,,,,,,,,
31,WS3,WS,2,,,,,,,8,0.033067946917969514,,,,,,,,,,,,
31,WS4,WS,2,,False,[],,,,1,0.033838919647411723,,,,,,,,,,,,
31,WS6,WS,2,,False,[],,,,1,0.03869076127322005,,,,,,,,,,,,
31,WS7,WS,2,,,,,,,8,0.027913099587669694,,,,,,,,,,,,
31,WS9,WS,2,,,,,,,5,0.02787087377752821,,,,,,,,,,,,
32,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL199,RAW_COAL,WS2,
32,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER259,RAW_RUBBER,WS10,
32,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL194,COMP_STEEL,WS2,
32,WS1,WS,2,,,,,,,8,0.03806875773436992,,,,,,,,,,,,
32,WS10,WS,2,,False,[],maintenance_end,0,,0,0.031407146800260605,,,,,,,,,,,,
32,WS11,WS,2,,,,,,,6,0.036142503523545734,,,,,,,,,,,,
32,WS12,WS,2,,,,,,,7,0.023981616521598092,,,,,,,,,,,,
32,WS13,WS,4,maintenance,,,,,,0,0.02712779340234188,,,,,,,,,,,,
32,WS14,WS,4,maintenance,,,,,,0,0.0218207287616064,,,,,,,,,,,,
32,WS15,WS,2,,,,,,,6,0.034983761775371,,,,,,,,,,,,
32,WS16,WS,2,,,,,,,10,0.03994818172932771,,,,,,,,,,,,
32,WS17,WS,2,,,,,,,6,0.026342265449046016,,,,,,,,,,,,
32,WS18,WS,1,,True,"[""COMP_WHEELS""]",,,,2,0.02975946561331399,,,,,,,,,,,,
32,WS19,WS,2,,,,,,,7,0.02106664037536205,,,,,,,,,,,,
32,WS2,WS,2,,False,[],,,,1,0.03043938480036539,,,,,,,,,,,,
32,WS3,WS,2,,,,,,,8,0.03529761646456417,,,,,,,,,,,,
32,WS4,WS,2,,,,,,,7,0.033905124708571543,,,,,,,,,,,,
32,WS6,WS,2,,,,,,,6,0.02353886609549182,,,,,,,,,,,,
32,WS7,WS,2,,,,,,,8,0.03420549303943835,,,,,,,,,,,,
32,WS9,WS,2,,,,,,,5,0.02044347348469054,,,,,,,,,,,,
33,INV2,INV,,,,,,,,,,,,,,,,,,MAT182,COMP_WIRE,WS14,
33,INV7,INV,,,,,,,,,,,,,,,,,,MAT220,COMP_SEAT,WS14,
33,INV8,INV,,,,,,,,,,,,,,,,,,MAT222,COMP_WINDOW,WS14,
33,WS1,WS,2,,,,,,,8,0.027462465803376364,,,,,,,,,,,,
33,WS10,WS,2,,,,,,,6,0.027220687237293723,,,,,,,,,,,,
33,WS11,WS,2,,,,,,,6,0.03968516657037306,,,,,,,,,,,,
33,WS12,WS,2,,,,,,,7,0.036980329778616344,,,,,,,,,,,,
33,WS13,WS,1,,True,"[""COMP_POWERTRAIN""]",maintenance_end,0,,0,0.02254389925443243,,,,,,,,,,,,
33,WS14,WS,1,,True,"[""COMP_WINDOW""]",maintenance_end,0,,0,0.02542260677719717,,,,,,,,,,,,
33,WS15,WS,2,,,,,,,6,0.03127821057964146,,,,,,,,,,,,
33,WS16,WS,2,,,,,,,10,0.020415932517463767,,,,,,,,,,,,
33,WS17,WS,2,,,,,,,6,0.028172802238972006,,,,,,,,,,,,
33,WS18,WS,4,maintenance,,,maintenance_start,5,,2,0.03359746787940794,,,,,,,,,,,,
33,WS19,WS,2,,,,,,,7,0.033265115329362674,,,,,,,,,,,,
33,WS2,WS,2,,,,,,,8,0.03382916192974941,,,,,,,,,,,,
33,WS3,WS,2,,,,,,,8,0.03710124002294294,,,,,,,,,,,,
33,WS4,WS,2,,,,,,,7,0.024184950938481546,,,,,,,,,,,,
33,WS6,WS,2,,,,,,,6,0.029000768880988428,,,,,,,,,,,,
33,WS7,WS,2,,,,,,,8,0.03744788948680387,,,,,,,,,,,,
33,WS9,WS,3,,,,,,,5,0.021561178533547207,[1.0],1,3,,,,,,,,,
34,INV8,INV,,,,,,,,,,,,,,,MAT263,COMP_WINDOW,WS9,MAT263,COMP_WINDOW,WS14,
34,WS1,WS,3,,,,,,,8,0.022114122088348613,[1.0],1,5,,,,,,,,,
34,WS10,WS,2,,,,,,,6,0.03141808601398051,,,,,,,,,,,,
34,WS11,WS,3,,,,,,,6,0.025759780034256444,[1.0],1,3,,,,,,,,,
34,WS12,WS,3,,,,,,,7,0.039409357721930036,[1.0],1,3,,,,,,,,,
34,WS13,WS,1,,True,"[""COMP_POWERTRAIN""]",,,,2,0.03565266098401877,,,,,,,,,,,,
34,WS14,WS,2,,False,[],,,,2,0.037801709226263816,,,,,,,,,,,,
34,WS15,WS,3,,,,,,,6,0.033229497684042146,[1.0],1,3,,,,,,,,,
34,WS16,WS,2,,,,,,,10,0.020943599722114636,,,,,,,,,,,,
34,WS17,WS,3,,,,,,,6,0.0314089169461015,[1.0],1,3,,,,,,,,,
34,WS18,WS,4,maintenance,,,,,,0,0.029331816798252162,,,,,,,,,,,,
34,WS19,WS,3,,,,,,,7,0.024068719589415602,[1.0],1,3,,,,,,,,,
34,WS2,WS,2,,,,,,,8,0.03317283243592631,,,,,,,,,,,,
34,WS3,WS,2,,,,,,,8,0.03650923228092351,,,,,,,,,,,,
34,WS4,WS,3,,,,,,,7,0.032938058898009215,[1.0],1,3,,,,,,,,,
34,WS6,WS,3,,,,,,,6,0.026276606480522317,[1.0],1,3,,,,,,,,,
34,WS7,WS,3,,,,,,,8,0.03942386765603916,[1.0],1,5,,,,,,,,,
34,WS9,WS,1,,,,,,0,1,0.02409392358034658,,,,,,,,,,,,
35,INV1,INV,,,,,,,,,,,,,,,MAT267,COMP_CASTING,WS1,,,,
35,INV2,INV,,,,,,,,,,,,,,,MAT271,COMP_WIRE,WS17,,,,
35,INV3,INV,,,,,,,,,,,,,,,MAT272,COMP_TIRE,WS15,,,,
35,INV7,INV,,,,,,,,,,,,,,,MAT269,COMP_SEAT,WS4,,,,
35,WS1,WS,4,maintenance,,,maintenance_start,5,0,2,0.023775715946292363,,,,,,,,,,,,
35,WS10,WS,3,,,,,,,6,0.030810071503640665,[1.0],1,3,,,,,,,,,
35,WS11,WS,1,,,,,,0,1,0.03804720324004175,,,,,,,,,,,,
35,WS12,WS,3,,,,,,,1,0.026439763656237635,,,,,,,,,,,,
35,WS13,WS,1,,True,"[""COMP_POWERTRAIN""]",,,,2,0.025647911135205495,,,,,,,,,,,,
35,WS14,WS,2,,,,,,,12,0.031127032722537962,,,,,,,,,,,,
35,WS15,WS,1,,,,,,0,1,0.1518980747300494,,,,,,,,,,,,
35,WS16,WS,2,,,,,,,10,0.033592646542845786,,,,,,,,,,,,
35,WS17,WS,1,,,,,,0,1,0.022486175922462923,,,,,,,,,,,,
35,WS18,WS,4,maintenance,,,,,,0,0.027205450987316613,,,,,,,,,,,,
35,WS19,WS,1,,,,,,0,1,0.029797154061139735,,,,,,,,,,,,
35,WS2,WS,2,,,,,,,8,0.025727964688458924,,,,,,,,,,,,
35,WS3,WS,2,,,,,,,8,0.03471155500054345,,,,,,,,,,,,
35,WS4,WS,4,maintenance,,,maintenance_start,5,0,1,0.028193405429414252,,,,,,,,,,,,
35,WS6,WS,1,,,,,,0,1,0.02811068392379014,,,,,,,,,,,,
35,WS7,WS,1,,,,,,0,2,0.026389984309055946,,,,,,,,,,,,
35,WS9,WS,4,maintenance,,,maintenance_start,5,,1,0.0277362257094914,,,,,,,,,,,,
36,INV3,INV,,,,,,,,,,,,,,,MAT273,COMP_TIRE,WS10,,,,
36,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL200,RAW_COAL,WS7,
36,INV_COPPER,INV,,,,,,,,,,,,,,,,,,COPPER247,RAW_COPPER,WS17,
36,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER262,RAW_RUBBER,WS11,
36,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL195,COMP_STEEL,WS7,
36,WS1,WS,4,maintenance,,,maintenance_start,5,,0,0.028029153433630716,,,,,,,,,,,,
36,WS10,WS,1,,,,,,0,1,0.035401798960131195,,,,,,,,,,,,
36,WS11,WS,2,,False,[],,,,1,0.02543991357354658,,,,,,,,,,,,
36,WS12,WS,3,,,,,,,1,0.035355776100666675,,,,,,,,,,,,
36,WS13,WS,1,,True,"[""COMP_POWERTRAIN""]",,,,2,0.03483261230457399,,,,,,,,,,,,
36,WS14,WS,2,,,,,,,12,0.024571827450004045,,,,,,,,,,,,
36,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.021193183069053975,,,,,,,,,,,,
36,WS16,WS,3,,,,,,,10,0.030811544386393074,[1.0],1,7,,,,,,,,,
36,WS17,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.02138302101475319,,,,,,,,,,,,
36,WS18,WS,4,maintenance,,,,,,0,0.023034150073520533,,,,,,,,,,,,
36,WS19,WS,2,,False,[],,,,1,0.02205539341862426,,,,,,,,,,,,
36,WS2,WS,2,,,,,,,8,0.02211200044829262,,,,,,,,,,,,
36,WS3,WS,2,,,,,,,8,0.02561041509653196,,,,,,,,,,,,
36,WS4,WS,4,maintenance,,,maintenance_start,5,,0,0.025086830325391322,,,,,,,,,,,,
36,WS6,WS,2,,False,[],,,,1,0.021946110782828165,,,,,,,,,,,,
36,WS7,WS,2,,False,[],,,,1,0.020350306508405493,,,,,,,,,,,,
36,WS9,WS,4,maintenance,,,,,,0,0.0392666256451321,,,,,,,,,,,,
37,INV6,INV,,,,,,,,,,,,,,,MAT274,COMP_POWERTRAIN,WS16,MAT274,COMP_POWERTRAIN,WS13,
37,WS1,WS,4,maintenance,,,,,,0,0.022170322767373317,,,,,,,,,,,,
37,WS10,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.031091251119972657,,,,,,,,,,,,
37,WS11,WS,2,,,,,,,6,0.02889060415241302,,,,,,,,,,,,
37,WS12,WS,1,,,,,,17,1,0.03781963343063961,,,,,,,,,,,,
37,WS13,WS,2,,False,[],,,,2,0.022678926383137395,,,,,,,,,,,,
37,WS14,WS,2,,,,,,,12,0.032416217575608114,,,,,,,,,,,,
37,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.036851541726970444,,,,,,,,,,,,
37,WS16,WS,4,maintenance,,,maintenance_start,5,0,2,0.02482467720173977,,,,,,,,,,,,
37,WS17,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.03514692142374478,,,,,,,,,,,,
37,WS18,WS,2,,False,[],maintenance_end,0,,0,0.027319805738519654,,,,,,,,,,,,
37,WS19,WS,2,,,,,,,7,0.02691150586012247,,,,,,,,,,,,
37,WS2,WS,3,,,,,,,8,0.03257332135899345,[1.0],1,5,,,,,,,,,
37,WS3,WS,3,,,,,,,8,0.03340809048254352,[1.0],1,7,,,,,,,,,
37,WS4,WS,4,maintenance,,,,,,0,0.03907326791298263,,,,,,,,,,,,
37,WS6,WS,2,,,,,,,6,0.03042999636621682,,,,,,,,,,,,
37,WS7,WS,2,,,,,,,8,0.03737701114555618,,,,,,,,,,,,
37,WS9,WS,4,maintenance,,,,,,0,0.03903421194533126,,,,,,,,,,,,
38,INV1,INV,,,,,,,,,,,,,,,MAT276,COMP_CASTING,WS2,MAT228,COMP_CASTING,WS12,
38,INV3,INV,,,,,,,,,,,,,,,,,,MAT273,COMP_TIRE,WS12,
38,WS1,WS,4,maintenance,,,,,,0,0.03306947950867583,,,,,,,,,,,,
38,WS10,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.03791423018240736,,,,,,,,,,,,
38,WS11,WS,2,,,,,,,6,0.0371774972710873,,,,,,,,,,,,
38,WS12,WS,1,,True,"[""COMP_TIRE""]",,,,1,0.02758051276616998,,,,,,,,,,,,
38,WS13,WS,2,,,,,,,15,0.028804669661165,,,,,,,,,,,,
38,WS14,WS,2,,,,,,,12,0.03711935023601891,,,,,,,,,,,,
38,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.02802769757826671,,,,,,,,,,,,
38,WS16,WS,4,maintenance,,,maintenance_start,5,,0,0.037567383512084745,,,,,,,,,,,,
38,WS17,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.026142652752655798,,,,,,,,,,,,
38,WS18,WS,2,,,,,,,11,0.03457981502210679,,,,,,,,,,,,
38,WS19,WS,2,,,,,,,7,0.0339890355663617,,,,,,,,,,,,
38,WS2,WS,1,,,,,,0,2,0.036769442554121595,,,,,,,,,,,,
38,WS3,WS,3,,,,,,,2,0.0329209760091859,,,,,,,,,,,,
38,WS4,WS,4,maintenance,,,,,,0,0.029248429995928287,,,,,,,,,,,,
38,WS6,WS,2,,,,,,,6,0.020657034141167933,,,,,,,,,,,,
38,WS7,WS,2,,,,,,,8,0.027811828792387826,,,,,,,,,,,,
38,WS9,WS,4,maintenance,,,,,,0,0.03283694918223041,,,,,,,,,,,,
39,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL241,RAW_COAL,WS2,
39,INV_GLASS,INV,,,,,,,,,,,,,,,,,,GLASS205,RAW_GLASS,WS9,
39,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL236,COMP_STEEL,WS2,
39,WS1,WS,4,maintenance,,,,,,0,0.020825562652522566,,,,,,,,,,,,
39,WS10,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.03871137853866424,,,,,,,,,,,,
39,WS11,WS,3,,,,,,,6,0.023996220541205277,[1.0],1,3,,,,,,,,,
39,WS12,WS,1,,True,"[""COMP_TIRE""]",,,,1,0.03324668655696986,,,,,,,,,,,,
39,WS13,WS,2,,,,,,,15,0.033352114307018677,,,,,,,,,,,,
39,WS14,WS,2,,,,,,,12,0.035376193682238426,,,,,,,,,,,,
39,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.021246280532802794,,,,,,,,,,,,
39,WS16,WS,4,maintenance,,,,,,0,0.039254298044569105,,,,,,,,,,,,
39,WS17,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.03510946608781143,,,,,,,,,,,,
39,WS18,WS,2,,,,,,,11,0.020904758086101666,,,,,,,,,,,,
39,WS19,WS,3,,,,,,,7,0.0293281753172892,[1.0],1,3,,,,,,,,,
39,WS2,WS,2,,False,[],,,,1,0.0390334337287748,,,,,,,,,,,,
39,WS3,WS,3,,,,,,,2,0.03176645258555038,,,,,,,,,,,,
39,WS4,WS,4,maintenance,,,,,,0,0.034789639591183995,,,,,,,,,,,,
39,WS6,WS,3,,,,,,,6,0.031308095335500025,[1.0],1,3,,,,,,,,,
39,WS7,WS,2,,,,,,,8,0.036620722158848124,,,,,,,,,,,,
39,WS9,WS,2,,False,[],maintenance_end,0,,0,0.03152809314498067,,,,,,,,,,,,
40,INV3,INV,,,,,,,,,,,,,,,MAT279,COMP_TIRE,WS11,MAT279,COMP_TIRE,WS12,
40,INV7,INV,,,,,,,,,,,,,,,MAT278,COMP_SEAT,WS19,,,,
40,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL242,RAW_COAL,WS1,
40,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL237,COMP_STEEL,WS1,
40,WS1,WS,2,,False,[],maintenance_end,0,,0,0.03496357624630821,,,,,,,,,,,,
40,WS10,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.0359134003786867,,,,,,,,,,,,
40,WS11,WS,1,,,,,,0,1,0.03506310847337082,,,,,,,,,,,,
40,WS12,WS,2,,False,[],,,,1,0.036503209644970114,,,,,,,,,,,,
40,WS13,WS,2,,,,,,,15,0.0370830126942656,,,,,,,,,,,,
40,WS14,WS,2,,,,,,,12,0.030288546699409218,,,,,,,,,,,,
40,WS15,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.02858441973129184,,,,,,,,,,,,
40,WS16,WS,4,maintenance,,,,,,0,0.03337393240336164,,,,,,,,,,,,
40,WS17,WS,1,,True,"[""RAW_RUBBER""]",,,,1,0.03644706788222736,,,,,,,,,,,,
40,WS18,WS,2,,,,,,,11,0.03674576000196174,,,,,,,,,,,,
40,WS19,WS,1,,,,,,0,1,0.03935160813547031,,,,,,,,,,,,
40,WS2,WS,2,,,,,,,8,0.02406154635527476,,,,,,,,,,,,
40,WS3,WS,3,,,,,,,2,0.028616866906480083,,,,,,,,,,,,
40,WS4,WS,1,,True,"[""RAW_RUBBER""]",maintenance_end,0,,0,0.029489308994795092,,,,,,,,,,,,
40,WS6,WS,4,maintenance,,,maintenance_start,5,,1,0.02175834552111033,,,,,,,,,,,,
40,WS7,WS,2,,,,,,,8,0.03726299823519323,,,,,,,,,,,,
40,WS9,WS,2,,,,,,,5,0.032613239813254626,,,,,,,,,,,,
41,INV_RUBBER,INV,,,,,,,,,,,,,,,,,,RUBBER302,RAW_RUBBER,WS15,
41,WS1,WS,2,,,,,,,8,0.028791056681046714,,,,,,,,,,,,
41,WS10,WS,2,,False,[],,,,1,0.021170631133540306,,,,,,,,,,,,
41,WS11,WS,2,,False,[],,,,1,0.03351629887995774,,,,,,,,,,,,
41,WS12,WS,2,,,,,,,7,0.024451657464903086,,,,,,,,,,,,
41,WS13,WS,2,,,,,,,15,0.02339329515119724,,,,,,,,,,,,
41,WS14,WS,3,,,,,,,12,0.038116544533092184,[1.0],1,7,,,,,,,,,
41,WS15,WS,2,,False,[],,,,1,0.026253711746486125,,,,,,,,,,,,
41,WS16,WS,4,maintenance,,,,,,0,0.03938100354015571,,,,,,,,,,,,
41,WS17,WS,2,,False,[],,,,1,0.0355340247451326,,,,,,,,,,,,
41,WS18,WS,2,,,,,,,11,0.021362954112662,,,,,,,,,,,,
41,WS19,WS,2,,False,[],,,,1,0.0305732415768641,,,,,,,,,,,,
41,WS2,WS,2,,,,,,,8,0.025068030698122336,,,,,,,,,,,,
41,WS3,WS,3,,,,,,,2,0.03913442551430568,,,,,,,,,,,,
41,WS4,WS,2,,False,[],,,,1,0.02766423135455177,,,,,,,,,,,,
41,WS6,WS,4,maintenance,,,,,,0,0.03908850543072592,,,,,,,,,,,,
41,WS7,WS,3,,,,,,,8,0.032238551169612925,[1.0],1,5,,,,,,,,,
41,WS9,WS,2,,,,,,,5,0.028182291178086682,,,,,,,,,,,,
42,INV1,INV,,,,,,,,,,,,,,,MAT307,COMP_CASTING,WS7,,,,
42,INV2,INV,,,,,,,,,,,,,,,,,,MAT183,COMP_WIRE,WS16,
42,INV5,INV,,,,,,,,,,,,,,,MAT308,COMP_BODY,WS14,,,,
42,WS1,WS,2,,,,,,,8,0.02000707302582466,,,,,,,,,,,,
42,WS10,WS,2,,,,,,,6,0.03152908553818447,,,,,,,,,,,,
42,WS11,WS,2,,,,,,,6,0.024094940148185306,,,,,,,,,,,,
42,WS12,WS,2,,,,,,,7,0.036236291551613245,,,,,,,,,,,,
42,WS13,WS,2,,,,,,,15,0.038850688171305804,,,,,,,,,,,,
42,WS14,WS,1,,,,,,0,3,0.022214667519825197,,,,,,,,,,,,
42,WS15,WS,2,,,,,,,6,0.03920366029153693,,,,,,,,,,,,
42,WS16,WS,2,,False,[],maintenance_end,0,,0,0.025599548138759216,,,,,,,,,,,,
42,WS17,WS,2,,,,,,,6,0.02699710696470782,,,,,,,,,,,,
42,WS18,WS,2,,,,,,,11,0.029612906479344718,,,,,,,,,,,,
42,WS19,WS,2,,,,,,,7,0.023119147327646243,,,,,,,,,,,,
42,WS2,WS,2,,,,,,,8,0.03595915662394936,,,,,,,,,,,,
42,WS3,WS,1,,,,,,4,2,0.02705191056993957,,,,,,,,,,,,
42,WS4,WS,2,,,,,,,7,0.022944137739810026,,,,,,,,,,,,
42,WS6,WS,4,maintenance,,,,,,0,0.02842790283366349,,,,,,,,,,,,
42,WS7,WS,1,,,,,,0,2,0.031844573353774795,,,,,,,,,,,,
42,WS9,WS,3,,,,,,,5,0.021325870158071414,[1.0],1,3,,,,,,,,,
43,INV1,INV,,,,,,,,,,,,,,,,,,MAT229,COMP_CASTING,WS3,
43,INV2,INV,,,,,,,,,,,,,,,,,,MAT219,COMP_WIRE,WS14,
43,INV7,INV,,,,,,,,,,,,,,,,,,MAT233,COMP_SEAT,WS14,
43,INV8,INV,,,,,,,,,,,,,,,MAT309,COMP_WINDOW,WS9,MAT309,COMP_WINDOW,WS14,
43,INV_COAL,INV,,,,,,,,,,,,,,,,,,COAL243,RAW_COAL,WS7,
43,INV_STEEL,INV,,,,,,,,,,,,,,,,,,STEEL238,COMP_STEEL,WS7,
43,WS1,WS,2,,,,,,,8,0.03693788071667408,,,,,,,,,,,,
43,WS10,WS,2,,,,,,,6,0.03997531869956014,,,,,,,,,,,,
43,WS11,WS,2,,,,,,,6,0.03266367624803084,,,,,,,,,,,,
43,WS12,WS,3,,,,,,,7,0.02989254890409812,[1.0],1,3,,,,,,,,,
43,WS13,WS,2,,,,,,,15,0.026505870376256107,,,,,,,,,,,,
